DATE,url,HN,HNE,HE,HSE,HS,HSW,HW,HNW,MN,MNE,ME,MSE,MS,MSW,MW,MNW,LN,LNE,LE,LSE,LS,LSW,LW,LNW,high,mid,low,problem_1_type,likelihood_1,size_1,HN1,HNE1,HE1,HSE1,HS1,HSW1,HW1,HNW1,MN1,MNE1,ME1,MSE1,MS1,MSW1,MW1,MNW1,LN1,LNE1,LE1,LSE1,LS1,LSW1,LW1,LNW1,high1,mid1,low1,problem_2_type,likelihood_2,size_2,HN2,HNE2,HE2,HSE2,HS2,HSW2,HW2,HNW2,MN2,MNE2,ME2,MSE2,MS2,MSW2,MW2,MNW2,LN2,LNE2,LE2,LSE2,LS2,LSW2,LW2,LNW2,high2,mid2,low2,problem_3_type,likelihood_3,size_3,HN3,HNE3,HE3,HSE3,HS3,HSW3,HW3,HNW3,MN3,MNE3,ME3,MSE3,MS3,MSW3,MW3,MNW3,LN3,LNE3,LE3,LSE3,LS3,LSW3,LW3,LNW3,high3,mid3,low3,ALTA_Station,ALTA_Latitude,ALTA_Longitude,ALTA_Elevation,ALTA_Name,ALTA_Precip_(tenths_mm),ALTA_Snowfall_(mm),ALTA_Snow_Depth_(mm),ALTA_Max_Temp_(tenths_C),ALTA_Min_Temp_(tenths_C),ALTA_Multiday_Prec_Days,ALTA_Multiday_Snowfall_Days,ALTA_Multiday_Prec_Days_(tenths_mm),ALTA_Multiday_Snowfall,ALTA_Temp_at_Observation_(tenths_C),ALTA_Fog_Ice_Fog,ALTA_Heavy_Fog_Freezing_Fog,ALTA_Ice_Pellets_Sleet,ALTA_Hail,ALTA_Glaze_Rime,ALTA_Weather_Type_07,ALTA_Smoke_Haze,ALTA_Blowing_Drifting_Snow,ALTA_High_Winds,ALTA_Snow_Pellets_Ice_Crystals,BRIGHTON_Station,BRIGHTON_Latitude,BRIGHTON_Longitude,BRIGHTON_Elevation,BRIGHTON_Name,BRIGHTON_Precip_(tenths_mm),BRIGHTON_Snow_Depth_(mm),BRIGHTON_Max_Temp_(tenths_C),BRIGHTON_Min_Temp_(tenths_C),BRIGHTON_Avg_Daily_Temp_(tenths_C),BRIGHTON_Temp_at_Observation_(tenths_C),BRIGHTON_Snow_on_Ground_(tenths_mm),THAYNES_Station,THAYNES_Latitude,THAYNES_Longitude,THAYNES_Elevation,THAYNES_Name,THAYNES_Precip_(tenths_mm),THAYNES_Snow_Depth_(mm),THAYNES_Max_Temp_(tenths_C),THAYNES_Min_Temp_(tenths_C),THAYNES_Avg_Daily_Temp_(tenths_C),THAYNES_Temp_at_Observation_(tenths_C),THAYNES_Snow_on_Ground_(tenths_mm),PARLEY_SUMMIT_Station,PARLEY_SUMMIT_Latitude,PARLEY_SUMMIT_Longitude,PARLEY_SUMMIT_Elevation,PARLEY_SUMMIT_Name,PARLEY_SUMMIT_Precip_(tenths_mm),PARLEY_SUMMIT_Snow_Depth_(mm),PARLEY_SUMMIT_Max_Temp_(tenths_C),PARLEY_SUMMIT_Min_Temp_(tenths_C),PARLEY_SUMMIT_Avg_Daily_Temp_(tenths_C),PARLEY_SUMMIT_Temp_at_Observation_(tenths_C),PARLEY_SUMMIT_Snow_on_Ground_(tenths_mm)
2016-12-15,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161215.html,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.625,2.0,Normal Caution,4.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Storm Snow,3.0,1.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Deep Slap,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1168.0,50.0,-11.0,,,,,11.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,762.0,69.0,14.0,41.0,14.0,1778.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",51.0,762.0,59.0,4.0,33.0,4.0,1524.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,559.0,72.0,18.0,38.0,25.0,1346.0
2016-12-16,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161216.html,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,4.0,4.0,3.0,Normal Caution,5.0,3.0,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,0.0,0.0,0.0,Loose Snow,5.0,2.0,gray,gray,gray,gray,gray,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,orange,orange,orange,orange,orange,orange,orange,orange,0.0,0.0,0.0,Deep Slap,4.0,3.0,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",503.0,363.0,1499.0,22.0,-78.0,,,,,-78.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",381.0,1016.0,16.0,-102.0,-28.0,-102.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",229.0,991.0,6.0,-121.0,-42.0,-121.0,1727.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",305.0,686.0,52.0,-85.0,-15.0,-83.0,1600.0
2016-12-17,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161217.html,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,3.0,2.0,Normal Caution,4.0,3.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Storm Snow,3.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Deep Slap,2.0,3.0,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",112.0,145.0,1651.0,-78.0,-172.0,,,,,-172.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,991.0,-101.0,-204.0,-150.0,-192.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,940.0,-121.0,-198.0,-160.0,-195.0,1727.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,660.0,-83.0,-178.0,-130.0,-174.0,1600.0
2016-12-18,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161218.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Normal Caution,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,2.0,3.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1600.0,-106.0,-233.0,,,,,-161.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,940.0,-83.0,-230.0,-174.0,-149.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,914.0,-84.0,-211.0,-153.0,-109.0,1727.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,584.0,-97.0,-178.0,-141.0,-125.0,1600.0
2016-12-19,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161219.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,green,green,green,green,yellow,yellow,yellow,yellow,green,2.0,1.5,1.5,Persistent Slab,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Loose Snow,3.0,2.0,green,green,green,yellow,yellow,yellow,yellow,green,green,green,green,yellow,yellow,yellow,yellow,green,green,green,green,yellow,yellow,yellow,yellow,green,0.0,0.0,0.0,Storm Snow,1.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1499.0,-11.0,-172.0,,,,,-50.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,889.0,28.0,-150.0,-56.0,-24.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",51.0,864.0,9.0,-111.0,-37.0,-16.0,1778.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,559.0,-18.0,-133.0,-66.0,-32.0,1626.0
2016-12-20,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161220.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,2.0,1.625,1.0,Normal Caution,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Persistent Slab,3.0,1.0,yellow,yellow,yellow,yellow,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Deep Slap,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1422.0,44.0,-61.0,,,,,22.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,838.0,63.0,-45.0,10.0,-22.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,813.0,62.0,-27.0,15.0,-25.0,1778.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,559.0,66.0,-35.0,10.0,-4.0,1626.0
2016-12-21,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161221.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,2.0,1.625,1.0,Normal Caution,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Persistent Slab,2.0,2.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",20.0,20.0,1422.0,22.0,-61.0,,,,,-61.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,838.0,-11.0,-58.0,-31.0,-57.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,838.0,-11.0,-61.0,-38.0,-39.0,1778.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,0.0,-66.0,-26.0,-64.0,1626.0
2016-12-22,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161222.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Normal Caution,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,2.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1372.0,-6.0,-83.0,,,,,-44.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,813.0,6.0,-79.0,-29.0,-75.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,813.0,5.0,-58.0,-32.0,-36.0,1778.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,-19.0,-85.0,-56.0,-43.0,1626.0
2016-12-23,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161223.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,2.0,1.625,1.0,Normal Caution,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,2.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",10.0,13.0,1372.0,33.0,-94.0,,,,,-39.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,787.0,25.0,-87.0,-35.0,-31.0,2159.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",127.0,889.0,11.0,-56.0,-30.0,-52.0,1905.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,20.0,-58.0,-24.0,-23.0,1626.0
2016-12-24,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161224.html,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.625,2.0,Normal Caution,3.0,2.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,green,green,green,yellow,yellow,0.0,0.0,0.0,Deep Slap,2.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Storm Snow,3.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",191.0,229.0,1524.0,-22.0,-50.0,,,,,-39.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",305.0,940.0,-15.0,-39.0,-26.0,-35.0,2388.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",254.0,1041.0,-26.0,-53.0,-35.0,-41.0,2184.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",102.0,584.0,10.0,-41.0,-10.0,-39.0,1676.0
2016-12-25,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161225.html,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,4.0,3.0,2.0,Normal Caution,4.0,3.0,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Storm Snow,4.0,2.0,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Deep Slap,2.0,3.0,orange,orange,orange,gray,gray,gray,gray,orange,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",173.0,259.0,1778.0,-39.0,-139.0,,,,,-128.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",127.0,1041.0,-35.0,-151.0,-106.0,-149.0,2438.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,1092.0,-41.0,-157.0,-115.0,-157.0,2210.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",203.0,762.0,-39.0,-132.0,-93.0,-124.0,1854.0
2016-12-26,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161226.html,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,3.0,2.0,1.0,Normal Caution,3.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Storm Snow,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,2.0,3.0,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1651.0,-39.0,-172.0,,,,,-139.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,991.0,-71.0,-179.0,-138.0,-143.0,2438.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,1041.0,-82.0,-165.0,-130.0,-108.0,2210.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,762.0,-66.0,-139.0,-109.0,-126.0,1854.0
2016-12-27,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161227.html,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,2.625,1.625,1.0,Normal Caution,4.0,2.0,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Normal Caution,1.0,1.0,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,green,green,green,gray,green,green,green,green,green,green,green,green,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1626.0,-28.0,-161.0,,,,,-33.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,914.0,25.0,-143.0,-39.0,-4.0,2464.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,991.0,-8.0,-108.0,-38.0,-28.0,2235.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,762.0,-11.0,-137.0,-59.0,-17.0,1854.0
2016-12-28,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161228.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,2.0,1.625,1.0,Normal Caution,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",8.0,8.0,1600.0,-22.0,-83.0,,,,,-83.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,914.0,-3.0,-100.0,-49.0,-88.0,2464.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,991.0,-28.0,-77.0,-56.0,-62.0,2235.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,737.0,-3.0,-72.0,-39.0,-61.0,1854.0
2016-12-29,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161229.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,2.0,1.625,1.0,Normal Caution,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Deep Slap,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1524.0,33.0,-117.0,,,,,-33.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,889.0,50.0,-96.0,-38.0,-44.0,2464.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,965.0,35.0,-67.0,-1.0,13.0,2235.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,711.0,46.0,-62.0,-9.0,-13.0,1854.0
2016-12-30,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161230.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Normal Caution,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1473.0,44.0,-50.0,,,,,-44.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,864.0,47.0,-66.0,-5.0,-65.0,2464.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,940.0,32.0,-38.0,4.0,-38.0,2235.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,686.0,62.0,-31.0,2.0,-26.0,1854.0
2016-12-31,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20161231.html,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,1.0,1.0,1.0,Normal Caution,1.0,1.0,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1448.0,-17.0,-100.0,,,,,-72.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,864.0,3.0,-95.0,-63.0,-90.0,2464.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,940.0,-10.0,-71.0,-48.0,-59.0,2235.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,660.0,-3.0,-64.0,-39.0,-63.0,1854.0
2017-01-01,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20170101.html,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,1.0,1.0,1.0,Normal Caution,1.0,1.0,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1422.0,-28.0,-100.0,,,,,-50.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,864.0,-15.0,-96.0,-50.0,-40.0,2489.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",127.0,940.0,-27.0,-70.0,-48.0,-53.0,2362.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,660.0,20.0,-78.0,-34.0,-62.0,1854.0
